record_id,author,year,title,type,journal,volume,issue,firstpage,lastpage,abstract,database,species,country,state,locality,latitude,longitude,research_type,ecosystem,biome,focus,hypothesis,superior_character,trophic_level
71,"Bulleri, Fabio; Bruno, John F.; Benedetti-Cecchi, Lisandro",2008,Beyond competition: Incorporating positive interactions between species to predict ecosystem invasibility,journal,PLOS BIOLOGY,6,6,1136,1140,,Web of Science,,,,,,,Theoretical/Modeling,,,Invasion Hyp.,Mutualism Facilitation,,
72,"Bullock, James M.",2009,A long-term study of the roles of competition and facilitation in the establishment of an invasive pine following heathland fires,journal,JOURNAL OF ECOLOGY,97,4,646,656,,Web of Science,Pinus sylvestris,England,,Dorset County,50.688628,-2.04071,Field - Experimental,terrestrial,Chaparral/Shrublands,Invasion Hyp.,Mutualism Facilitation;Disturbance,,primary
76,"Burls, Kevin; McClaugherty, Charles",2008,"Landscape Position Influences the Distribution of Garlic Mustard, an Invasive Species",journal,NORTHEASTERN NATURALIST,15,4,541,556,"We investigated the distribution and abundance of Alliaria petiolata, an invasive biennial, with respect to historical land use, and examined environmental conditions to look for correlations with distribution patterns. Sixty currently forested plots in Cuyahoga Valley National Park, OH were chosen based on 1959 land use: agricultural (open) versus forested. Plots were analyzed for Garlic Mustard distribution, abundance, invasion area, and incursion distance. Garlic Mustard distribution did not vary with historical land use, but did vary significantly with distance from rivers and with elevation. Polygon area:perimeter values were also correlated with invasion. These results differ from studies done with Garlic Mustard in New England where historical land use appeared to be a larger factor in distribution. These results suggest the importance of landscape corridors in biological invasions and can be used to identify areas with greater potential for invasive species in this region.",Web of Science,Alliaria petiolata,USA,Ohio,Cuyahoga Valley National Park,41.2833,-81.5667,Field - Observational,terrestrial,Deciduous Forest;Old Field,Invasion Hyp.,Disturbance,,primary
79,"Cadotte, Marc W.; Hamilton, Mark A.; Murray, Brad R.",2009,Phylogenetic relatedness and plant invader success across two spatial scales,journal,DIVERSITY AND DISTRIBUTIONS,15,3,481,488,"Successful invaders often possess similar ecological traits that contribute to success in new regions, and thus under niche conservatism, invader success should be phylogenetically clustered. We asked if the degree to which non-native plant species are phylogenetically related is a predictor of invasion success at two spatial scales. Australia - the whole continent and Royal National Park (south-eastern Australia). We used non-native plant species occupancy in Royal National Park, as well as estimated continental occupancy of these species from herbarium records. We then estimated phylogenetic relationships using molecular data from three gene sequences available on GenBank (matK, rbcL and ITS1). We tested for phylogenetic signals in occupancy using Blomberg's K. Whereas most non-native plants were relatively scarce, there was a strong phylogenetic signal for continental occupancy, driven by the clustering of successful species in Asteraceae, Caryophyllaceae, Poaceae and Solanaceae. However, we failed to detect a phylogenetic signal at the park scale. Our results reveal that at a large spatial scale, invader success is phylogenetically clustered where ecological traits promoting success appear to be shared among close relatives, indicating that phylogenetic relationships can be useful predictors of invasion success at large spatial scales. At a smaller, landscape scale, there was no evidence of phylogenetic clustering of invasion success, and thus, relatedness plays a much reduced role in determining the relative success of invaders.",Web of Science,Many,Australia,,Royal National Park,,,Statistical/Meta-analysis,terrestrial,Grassland;Deciduous Forest;Chaparral/Shrublands,Invasion Hyp.,Preadaptation to Climate,,primary
80,"Cano, Lidia; Escarre, Josep; Blanco-Moreno, Jose M.; Sans, F. Xavier",2008,Assessing the effect of inbreeding and long-distance gene flow on the invasive potential of Senecio pterophorus (Asteraceae),journal,AUSTRALIAN JOURNAL OF BOTANY,56,6,539,549,"Alien invasive species undergo genetic bottlenecks during the colonisation of new areas that can lead to a loss of genetic variation within populations and to subsequent reproductive constraints. We analysed the self-compatibility and the effects of inbreeding and inter-population gene flow in the fitness of one native and one introduced population of the invasive Senecio pterophorus D.C. Plants were self-pollinated and outcrossed within families, within populations, between local populations and between populations located in the native and introduced range. Self-pollinated individuals from both populations produced almost no seeds, thus revealing self-incompatibility. High family-level variation was observed in the effect of pollination treatment on seed set and total fitness. Overall, in the Spanish population, related crosses produced fewer seeds and lower germination rates than unrelated crosses. In the South African population, inbreeding depression affected the probability of flowering. Heterosis was found to affect seed set in both populations and growth and mean pre-reproductive time in the Spanish population. We discuss the effects of the incompatibility system, inbreeding depression and long-distance gene flow within the introduced population with respect to the invasive potential of S. pterophorus in north-eastern Spain.",Web of Science,Senecio pterophorus,"Spain, South Africa",,,,,Greenhouse;Lab,terrestrial,Chaparral/Shrublands,Invasion Hyp.,Evolution in General;Plasticity,,primary
81,"Cano, L.; Escarre, J.; Vrieling, K.; Sans, F. X.",2009,"Palatability to a generalist herbivore, defence and growth of invasive and native Senecio species: testing the evolution of increased competitive ability hypothesis",journal,OECOLOGIA,159,1,95,106,"This paper tests the prediction that introduced plants may become successful invaders because they experience evolutionary changes in growth and defence in their new range [evolution of increased competitive ability hypothesis (EICA)]. Interspecific and intraspecific binary feeding choices were offered to the snail Helix aspersa. The choices were between: (1) plants of the invasive Senecio inaequidens and Senecio pterophorus derived from populations in the introduced range (Europe) and plants of three indigenous species (Senecio jacobea, Senecio vulgaris and Senecio malacitanus) from populations in Europe; (2) plants of the invasive S. inaequidens and S. pterophorus from populations in the introduced range (Europe) and from populations in the native range (South Africa). We did not find a clear pattern of preference for indigenous or alien species of Senecio. However, we found that European invasive populations of S. inaequidens and S. pterophorus were less palatable than South African native populations. Moreover, in contrast to the predictions of the EICA hypothesis, the invasive genotypes of both species also showed a higher total concentration of pyrrolizidine alkaloids, and in the case of S. inaequidens we also found higher growth than in native genotypes. Our results are discussed with respect to the refinement of the EICA hypothesis that takes into account the difference between specialist and generalist herbivores and between qualitative and quantitative defences. We conclude that invasive populations of S. inaequidens and S. pterophorus are less palatable than native populations, suggesting that genetic differentiation associated with founding may occur and contribute to the plants' invasion success by selecting the best-defended genotypes in the introduced range.",Web of Science,Senecio inaequidens; Senecio pterophorus,"Europe, South Africa",,,,,Lab,,,Invasion Hyp.,Evolution of Increased Competitive Ability,,primary
82,"Capers, Robert S.; Selsky, Roslyn; Bugbee, Gregory J.; White, Jason C.",2009,Species richness of both native and invasive aquatic plants influenced by environmental conditions and human activity,journal,BOTANY-BOTANIQUE,87,3,306,314,"Invasive plants alter community structure, threatening ecosystem function and biodiversity, but little information is available on whether invasive species richness responds to environmental conditions in the same way that richness of native plants does. We surveyed submerged and floating-leaved plants in 99 Connecticut (northeast USA) lakes and ponds, collecting quantitative data on abundance and frequency. We used multiple linear and logistic regression to determine which environmental conditions were correlated with species richness of invasive and native plants. Independent variables included lake area, maximum depth, pH, alkalinity, conductivity, phosphorus concentration, productivity, and dominance (the proportional abundance of the most abundant and frequently found species), plus two estimates of human activity. Species richness of both native and invasive richness was correlated with alkalinity and human activity. Native richness also increased with water clarity, lake area, and productivity; invasive species richness also rose with pH. We found no evidence that richness of one group affected richness of the other. We also investigated patterns of dominance and found that native plants were as likely to become dominant as invasive species. Dominance occurred overwhelmingly in shallow lakes with high productivity.",Web of Science,Many,USA,Connecticut,,,,Field - Observational,lentic,Wetland,Impacts;Invasion Hyp.,Community Species Richness;Disturbance,,primary
86,"Castillo, Jesus M.; Figueroa, Enrique",2009,Effects of abiotic factors on the life span of the invasive cordgrass Spartina densiflora and the native Spartina maritima at low salt marshes,journal,AQUATIC ECOLOGY,43,1,51,60,"We analyzed variations in the life span of the invasive cordgrass Spartina densiflora at low marshes of SW Iberian Peninsula, and identified the abiotic factors limiting the plant in the absence of competition. With these objectives, clump survivorship, flowering, and growth of S. densiflora were studied in two natural populations at different low marsh elevations during more than three years, and at a transplant experiment in comparison with the native Spartina maritima. The life spans of both cordgrasses changed depending on small variations of a few centimeters in elevation. S. maritima, which tolerates better than S. densiflora the stressful abiotic environment of lower marshes, showed a significant lower distribution limit for its perennial habit, with survivorship longer than three years (from 1997 to 2000), than the neophyte (+1.57 m SHZ vs. +2.00 m SHZ). S. densiflora clumps flowered before dying at mostly all elevations, showing low relative growth rates. In contrast, clumps of S. maritima, with non-viable seeds, only flowered when they were three years old at higher elevations in the low marsh. Our results have applications for salt marshes bioengineering projects and to prevent S. densiflora from invading European marshes since our data improve the knowledge of its colonization mechanisms through salt marsh zonation and so identify those portions of restored and native marshes most susceptible to invasion due to the establishment of perennial populations.",Web of Science,Spartina densiflora,Spain,,Huevla Province,,,Field - Experimental,estuarine,Wetland,Fundamentals,,,primary
90,"Cha, Dong H.; Hochwender, Cris G.; Bosecker, Elizabeth M.; Tucker, Rachel E.; Kaufman, Arlen D.; Fritz, Robert S.; Smyth, Rebecca R.",2009,Do exotic generalist predators alter host plant preference of a native willow beetle?,journal,AGRICULTURAL AND FOREST ENTOMOLOGY,11,2,175,184,"1 Selection can favour herbivores that choose host plants benefitting their offspring either by enhancing growth rates or by increasing larval defences against native predators. For exotic predator species that feed on herbivores, their success with invading new habitats may depend upon overcoming defences used by native prey. Whether exotic predators can alter herbivore host choice has remained unexamined. Therefore, we compared the efficacy of larval defence by Chrysomela knabi (a native beetle species) that had fed on two native willow hosts: Salix sericea (a phenolic glycoside (PG)-rich species) and Salix eriocephala (a PG-poor species), when attacked by exotic generalist predators. In addition, the preference and performance of C. knabi on S. sericea and S. eriocephala was examined. 2 Chrysomela knabi preferred and performed better on S. sericea. In a common garden, adult C. knabi were nine-fold more common and oviposited five-fold more frequently on S. sericea than on S. eriocephala. In the laboratory, adult feeding preference on leaf discs and survival rates of larvae were both greater on S. sericea, and time to pupation was shorter. 3 Chrysomela knabi larvae produced significantly more salicylaldehyde when fed S. sericea leaves than when fed S. eriocephala leaves. Additionally, those larvae with greater salicylaldehyde had reduced predation by two exotic generalist predators, Harmonia axyridis larvae and juvenile Tenodera aridifolia sinensis. 4 The results obtained in the present study suggest that selection favoured the preference of C. knabi for PG-rich willow plants because larvae grew and survived better and that selection by common exotic generalist predators would reinforce this preference.",Web of Science,Harmonia axyridis,USA,New York,Milford,,,Field - Experimental,terrestrial,Deciduous Forest;Riparian,Impacts;Fundamentals,,,herbivore
93,"Chaplin, Glen I.; Valentine, John F.",2009,Macroinvertebrate Production in the Submerged Aquatic Vegetation of the Mobile-Tensaw Delta: Effects of an Exotic Species at the Base of an Estuarine Food Web,journal,ESTUARIES AND COASTS,32,2,319,332,"This study, conducted in 1997, reports the first estimates of the impacts of the proliferation of an exotic submerged aquatic vegetation (SAV) species (Myriophyllum spicatum) on macroinvertebrate production via comparisons with two co-occurring native SAV species (Heteranthera dubia and Vallisneria americana) in the tide-influenced Mobile-Tensaw Delta (located in the north-central Gulf of Mexico, 30A degrees 40' N, 87A degrees 55' W). Production of macroinvertebrates was greatest on M. spicatum and H. dubia and least on V. americana. The key determinant of these differences was a greater abundance of amphipods (Gammarus mucronatus) found on the leaves of M. spicatum and H. dubia. Macroinvertebrate production on M. spicatum was three times greater (> 1 kg m(-2) year(-1)) than on either of the native SAV species. No-choice palatability tests showed that these differences could not be attributed to differences in invertebrate grazing on these plants. Instead, it is probable that the high production within the structurally complex M. spicatum and H. dubia was the result of reduced predator foraging efficiency. If true, then the presence of this exotic species probably renders this elevated production inaccessible to most high-order predators.",Web of Science,Myriophyllum spicatum,USA,,Mobile-Tensaw Delta,30.6667,-87.9167,Field - Experimental;Field - Observational,estuarine,Wetland,Impacts;Invasion Hyp.,Inherent Superiority,Superior Competitor,primary
98,"Christen, Douglas C.; Matlack, Glenn R.",2009,The habitat and conduit functions of roads in the spread of three invasive plant species,journal,BIOLOGICAL INVASIONS,11,2,453,465,"Nonnative plant species commonly occur along roadsides, and populations are often assumed to invade by spread along the road axis. To distinguish between the function of roadsides as movement corridors and as habitat, nonnative plant species were surveyed along roads in deciduous forest sites in southeastern Ohio, USA. The importance of road proximity was tested by comparing nonnative species abundance in 100 m transects along roads with transects in undisturbed forest. Nonnative species were most abundant and most frequently observed in roadside sites in valleys. Three common species were chosen for closer scrutiny. In a seed sowing experiment roads and open sites proved to be better locations for the germination and growth of Microstegium vimineum than non-roadside and closed-canopy sites. Tussilago farfara and Rosa multiflora occurred in a small number of disjunct patches suggesting infrequent arrival in the sampled transects. Both species were strongly clustered at scales consistent with diffusive spread by vegetative growth and short-range seed dispersal. Comparisons of distributions parallel and perpendicular to roads showed no evidence for enhanced dispersal along the road axis. Microstegium distributions were correlated with local light availability implying site saturation. Microstegium micro-distributions suggested that spread along the road axis was facilitated by movement of dormant seeds in road maintenance. Thus, roadsides appear to function as both habitat and a conduit for population expansion, with the rate of spread dependent on the life history of the individual species. These results suggest a hierarchical process of regional invasion, with different dispersal mechanisms functioning at different spatial scales.",Web of Science,Microstegium vimineum; Tussilago farfara; Rosa multiflora,USA,Ohio,Wayne National Forest; Zaleski State Forest; Vinton Furnace Experimental Forest,39.4833; 39.3666; 39.1833,-82.2333; -82.3; -82.3833,Field - Experimental;Field - Observational,terrestrial,Deciduous Forest,Invasion Hyp.,Disturbance,,primary
99,"Christenhusz, Maarten J. M.; Toivonen, Tuuli K.",2008,"Giants invading the tropics: the oriental vessel fern, Angiopteris evecta (Marattiaceae)",journal,BIOLOGICAL INVASIONS,10,8,1215,1228,"The Oriental vessel fern, Angiopteris evecta (G.Forst.) Hoffm. (Marattiaceae), has its native range in the South Pacific. This species has been introduced into other localities since the 18th century and is now listed as an invasive species in several regions (Jamaica, Hawaii and Costa Rica). The purpose of our study is (1) to trace the distributional history of the species, and (2) to model its potential future range based on climatic conditions. The native range and the history of introduction are based on the existing literature and on 158 specimens from 15 herbaria, together with field observations. As there are taxonomic problems surrounding A. evecta, we limited our analysis to samples from the Pacific, most closely resembling the type from Tahiti. We modelled the potential range using GARP species distribution modelling with basic climatic variables, elevation, and location in relation to the coast. Analysis of past records shows that the species is able to colonise new ecosystems with relative ease. The modelling reveals that the species could be cultivated over a much wider range than where it currently is grown. The escape of cultivated plants into nature is probably due to distance from natural areas and is limited by local ecological factors, such as soil conditions or competitors. The predicted distribution in Asia and Madagascar is similar to the native distribution of the entire genus Angiopteris. It can therefore be assumed that most Angiopteris species have similar climatic preferences, and the absence of A. evecta in this predicted region may be due to dispersal limitation. In the Americas there is no native Angiopteris, but our climatic model predicts a vast potential habitat in tropical America; an invasion of A. evecta should be anticipated here in localities where the species is cultivated. Vessel ferns are known to alter the natural environment, which may reduce local biodiversity. Since A. evecta is not yet widely cultivated, it is advisable to restrict the trade and spread of the species and to discourage its cultivation as an ornamental. The global climate data available for modelling is however not detailed enough to predict the spread of A. evecta on a local or regional scale.",Web of Science,Angiopteris evecta,many,,,,,Theoretical/Modeling,terrestrial,Tropical Forest,Invasion Hyp.,Preadaptation to Climate,,primary
100,"Chytry, Milan; Pysek, Petr; Wild, Jan; Pino, Joan; Maskell, Lindsay C.; Vila, Montserrat",2009,European map of alien plant invasions based on the quantitative assessment across habitats,journal,DIVERSITY AND DISTRIBUTIONS,15,1,98,107,"Recent studies using vegetation plots have demonstrated that habitat type is a good predictor of the level of plant invasion, expressed as the proportion of alien to all species. At local scale, habitat types explain the level of invasion much better than alien propagule pressure. Moreover, it has been shown that patterns of habitat invasion are consistent among European regions with contrasting climates, biogeography, history and socioeconomic background. Here we use these findings as a basis for mapping the level of plant invasion in Europe. European Union and some adjacent countries. We used 52,480 vegetation plots from Catalonia (NE Spain), Czech Republic and Great Britain to quantify the levels of invasion by neophytes (alien plant species introduced after ad 1500) in 33 habitat types. Then we estimated the proportion of each of these habitat types in CORINE land-cover classes and calculated the level of invasion for each class. We projected the levels of invasion on the CORINE land-cover map of Europe, extrapolating Catalonian data to the Mediterranean bioregion, Czech data to the Continental bioregion, British data to the British Isles and combined Czech-British data to the Atlantic and Boreal bioregions. The highest levels of invasion were predicted for agricultural, urban and industrial land-cover classes, low levels for natural and semi-natural grasslands and most woodlands, and the lowest levels for sclerophyllous vegetation, heathlands and peatlands. The resulting map of the level of invasion reflected the distribution of these land-cover classes across Europe. High level of invasion is predicted in lowland areas of the temperate zone of western and central Europe and low level in the boreal zone and mountain regions across the continent. Low level of invasion is also predicted in the Mediterranean region except its coastline, river corridors and areas with irrigated agricultural land.",Web of Science,Many,Europe,,,,,Field - Observational;Statistical/Meta-analysis,terrestrial,Grassland;Deciduous Forest;Coniferous Forest;Mountain;Tundra;Chaparral/Shrublands;Urban,Invasion Hyp.,Other,,primary
101,"Cincotta, C. L.; Adams, J. M.; Holzapfel, C.",2009,Testing the enemy release hypothesis: a comparison of foliar insect herbivory of the exotic Norway maple (Acer platanoides L.) and the native sugar maple (A-saccharum L.),journal,BIOLOGICAL INVASIONS,11,2,379,388,"Norway maple (Acer platanoides) is a Eurasian introduced tree species which has invaded the North American range of its native congener, sugar maple (A. saccharum). One hypothesis used to explain the success of an invasive species is the enemy release hypothesis (ERH), which states that invasive species are often particularly successful in their new range because they lack the enemies of their native range. In this study, we hypothesized that Norway maple would have less insect damage than sugar maple due to such enemy release. Autumn 2005 and summer 2006 leaves of Norway and sugar maple were collected from six sites in New Jersey and Pennsylvania to compare percent leaf area loss, gall damage, fungal damage, and specific leaf area (cm(2)/g). Although both species had low overall mean levels of leaf damage (0.4-2.5%), in both years/seasons Norway maple had significantly less leaf damage than sugar maple. Insects were also collected to compare insect assemblies present on each tree species. The numbers of insect taxa and individuals found on each species were nearly equivalent. Overall, the results of this study are consistent with the enemy release hypothesis for Norway maple. In addition, sugar maples when surrounded by Norway maples tended to show reduced herbivory. This suggests that the spread of Norway maple in North America, by reducing amounts of insect herbivory, may have further ecosystem-wide impacts.",Web of Science,Acer platanoides; Acer saccharum,USA,New Jersey; Pennsylvania,6 sites,,,Field - Observational,terrestrial,Deciduous Forest,Invasion Hyp.,Enemy Release,,primary
103,"Cipollini, Kendra A.; McClain, Georgette Y.; Cipollini, Don",2008,Separating above- and belowground effects of Alliaria petiolata and Lonicera maackii on the performance of Impatiens capensis,journal,AMERICAN MIDLAND NATURALIST,160,1,117,128,"Invasive plants can exert their effects on native plants through both above- and belowground mechanisms. In a fully factorial field study, we examined the effects of activated carbon addition and removal of aboveground biomass (i.e., cutting) on the survival, growth and reproduction of transplanted Impatiens capensis seedlings in habitats dominated by either Lonicera maackii (honeysuckle) or Alliaria petiolata (garlic mustard). Activated carbon can adsorb organic molecules, including potential allelochemicals. Cutting of A. petiolata increased Survival and fruit production of I. capensis, while cutting of L. maackii increased survival and tended to increase fruit production. Carbon application tended to increase survival of I. capensis in A. petiolata-dominated plots, but. had no effect in L. maackii-dominated plots. The effects of carbon application on growth and fruit production of I. capensis depended upon the cutting treatment in A. petiolata - dominated plots. In plots where A. petiolata was not cut, carbon application increased height and fruit production. In plots where A. petiolata was cut, carbon application decreased height and tended to decrease fruit production. Impatiens capensis tended to survive longer when in competition with A. petiolata than with L. maackii. While carbon application may benefit native plant growth in the presence of A. petiolata, the addition of activated carbon after removal of aboveground biomass, a Source of both allelochemicals and light competition, may have little benefit as an understory plant restoration tool.",Web of Science,Alliaria petiolata; Lonicera maackii,USA,Ohio,Frank O. Hazard Arboretum of Wilmington College in Wilmington,39.550648,-83.787231,Field - Experimental,terrestrial,Deciduous Forest,Impacts;Invasion Hyp.,Novel Weapons,,primary
107,"Compagnoni, Aldo; Halpern, Charles B.",2009,Properties of native plant communities do not determine exotic success during early forest succession,journal,ECOGRAPHY,32,3,449,458,,Web of Science,Crepis capillaris;Cirsium vulgare;Senecio sylvaticus;Lactuca serriola,USA,Oregon,McKenzie River,44.15,-122.54,Field - Experimental,terrestrial,Coniferous Forest,Invasion Hyp.,Community Species Richness;Disturbance,,primary
112,"Cowie, Robert H.; Dillon, Robert T., Jr.; Robinson, David G.; Smith, James W.",2009,Alien non-marine snails and slugs of priority quarantine importance in the United States: A preliminary risk assessment,journal,AMERICAN MALACOLOGICAL BULLETIN,27,2,113,132,,Web of Science,Many,,,,,,Theoretical/Modeling,terrestrial;lentic;lotic,,Invasion Hyp.,Other,,herbivore
114,"Cripps, Michael G.; Hinz, Hariet L.; McKenney, Jessica L.; Price, William J.; Schwarzlaender, Mark",2009,No evidence for an 'evolution of increased competitive ability' for the invasive Lepidium draba,journal,BASIC AND APPLIED ECOLOGY,10,2,103,112,"The 'evolution of increased competitive ability' (EICA) hypothesis states that reduced herbivory ill the introduced range Causes an evolutionary shift in resource allocation from herbivore defense to growth. Therefore, according to EICA, introduced genotypes are expected to grow more vigorously than conspecific native genotypes when cultivated under common standardized conditions. The EICA hypothesis also assumes that herbivores will perform better on introduced genotypes compared to native genotypes, because they are less well defended. However, selection for either defense or growth will depend on the type of defense (quantitative or qualitative) employed by the plant, and whether the plant is released from generalist or specialist herbivores. The predictions of the EICA hypothesis might be reversed if a plant experiences increased generalist herbivore pressure in the introduced range, and therefore invests more ill qualitative defense. We examined this idea with the invasive perennial mustard, Lepidium draba. We grew a total of 16 populations of L. draba from both its native European and introduced western US ranges under common conditions in a greenhouse. We also tested for differences ill plant resistance to the specialist herbivore, Psylliodes wrasei, by conducting a leaf disc feeding bioassay with native and introduced L. draba genotypes. Furthermore, we quantified the generalist herbivore load on L. draba in both ranges in order to assess the selection pressure for increased qualitative defense. Contrary to the original EICA prediction, all plant traits (biomass. number of shoots, length and diameter of longest leaf) tended to be greater for the native, rather than introduced L. draba genotypes. There was no significant difference in the proportion of leaf area consumed by the specialist herbivore between native and introduced genotypes. The generalist herbivore load oil L. draba was significantly greater in the introduced range. Our data Suggest that the EICA hypothesis does not explain the invasion success of L. draba in the US. Instead, we propose that the reduced vigor or introduced genotypes may be due to selection for increased defense against generalist herbivores in the introduced range. (C) 2008 Gesellschaft fur Okologic. Published by Elsevier GmbH. All rights reserved.",Web of Science,Lepidium draba,,,,,,Field - Observational;Greenhouse,terrestrial,,Invasion Hyp.,Evolution of Increased Competitive Ability,,primary
116,"Culley, Theresa M.; Hardiman, Nicole A.",2009,The role of intraspecific hybridization in the evolution of invasiveness: a case study of the ornamental pear tree Pyrus calleryana,journal,BIOLOGICAL INVASIONS,11,5,1107,1119,"Hybridization between genetically distinct populations of a single species can serve as an important stimulus for the evolution of invasiveness. Such intraspecific hybridization was examined in Pyrus calleryana, a Chinese tree species commonly planted as an ornamental in residential and commercial areas throughout the United States. This self-incompatible species is now escaping cultivation and appearing in disturbed habitats, where it has the potential to form dense thickets. Using genetic techniques incorporating nine microsatellite markers, we show that abundant fruit set on cultivated trees as well as the subsequent appearance of wild individuals result from crossing between genetically distinct horticultural cultivars of the same species that originated from different areas of China. We conclude that intraspecific hybridization can be a potent but little recognized process impacting the evolution of invasiveness in certain species.",Web of Science,Pyrus calleryana,USA,,,,,Garden;Lab,terrestrial,,Invasion Hyp.,Hybridization,,primary
117,"Dafforn, K. A.; Johnston, E. L.; Glasby, T. M.",2009,Shallow moving structures promote marine invader dominance,journal,BIOFOULING,25,3,277,287,"Global increases in urban development have resulted in severe habitat modification in many estuaries. Most are now dominated by artificial structures, which might have a myriad of effects on native species. The provision of extra hard substrata presents additional free space, and recent research suggests non-indigenous epifauna may be able to exploit these artificial structures (particularly pontoons) more effectively than native species. The early development of fouling assemblages was compared on settlement plates attached to fixed or moving experimental structures at depths of 0.5 m and 2 m. Invertebrate invaders as a group were disproportionately more numerous on shallow, moving plates (essentially floating surfaces) than on deeper plates, whereas native epifauna were less numerous than invaders in all treatments. Importantly, however, individual invasive species showed differing effects of movement and depth. Future management strategies should take into account the potential for shallow, moving structures to enhance invader dominance and strongly consider using fixed structures to reduce opportunities for invaders.",Web of Science,Many,,,,,,Field - Observational,estuarine,Intertidal/Near Shore,Invasion Hyp.,Other,,filter
120,"Daneshgar, Pedram; Jose, Shibu",2009,Role of species identity in plant invasions: experimental test using Imperata cylindrica,journal,BIOLOGICAL INVASIONS,11,6,1431,1440,"The role of species richness, functional diversity and species identity of native Florida sandhill understory species were tested with Imperata cylindrica, an exotic rhizomatous grass, in mesocosms. I. cylindrica was introduced 1 year after the following treatments were established: a control with no native species, five monocultures, a grass mix treatment, a forb mix treatment, and a 3-species treatment and a 5-species treatment. Monthly cover, final biomass, root length, root length density (RLD) and specific root length (SRL) of all species were determined for one full growing season. There was a significant negative linear relationship between the cover of native species and I. cylindrica (r (2) = 0.59, P = 0.01) and a negative logarithmic relationship between the biomass of native species and I. cylindrica (r (2) = 0.70, P = 0.003). There was no diversity-invasibility relationship. Grasses proved to be the most resistant functional group providing resistance alone and in mixed functional communities. Repeated measures analysis demonstrated that treatments including Andropogon virginicus were the most resistant to invasion over time (P < 0.001). Significantly greater root length (P = 0.002), RLD (P = 0.011) and SRL (P < 0.001) than all of the native species and I. cylindrica in monocultures and in mixed communities made A. virginicus successful. The root morphology characteristics allowed it to be a great competitor belowground where I. cylindrica was most aggressive. The results suggest that species identity could be more important than species or functional richness in determining community resistance to invasion.",Web of Science,Imperata cylindrica,USA,Florida,West FL Research & Ed Ctr Univ FL,31.2833,-87.0011,Field - Experimental,terrestrial,Chaparral/Shrublands,Invasion Hyp.,Inherent Superiority;Community Species Richness,Superior Competitor,primary
121,"Darling, John A.; Kuenzi, Ashley; Reitzel, Adam M.",2009,"Human-mediated transport determines the non-native distribution of the anemone Nematostella vectensis, a dispersal-limited estuarine invertebrate",journal,MARINE ECOLOGY-PROGRESS SERIES,380,0,137,146,"Sessile invertebrates are common invaders of estuarine ecosystems. To expand their non-native ranges, these invasive taxa Must contend with the geographically and ecologically discontinuous nature of estuarine habitats, in many cases without the benefit of highly dispersive larval phases. In addition, their population dynamics may reflect contributions from both sexual and asexual reproduction. Here we use genetic methods to explore the Population structure of Nematostella vectensis, a dispersal-limited salt marsh anemone, along the Pacific coast of North America. Analysis of 9 highly polymorphic microsatellite loci reveals that asexual reproduction is critical to both maintenance of local population density and regional population expansion. While high levels of genetic differentiabon among populations (F-ST > 0.3) reflect general restrictions to natural dispersal, the observation of 2 clones distributed across multiple, widely separated sampling sites indicates that long distance dispersal of adult anemones is a major contributor to the spread of N. vectensis. We argue that anthropogenic transport represents the most likely mechanism driving this spread, although rafting may offer an alternative explanation for the observed distribution.",Web of Science,Nematostella vectensis,USA,,,,,Field - Observational,marine,Intertidal/Near Shore,Invasion Hyp.,Inherent Superiority,Effective Disperser,omnivore
124,"Dawson, Wayne; Burslem, David F. R. P.; Hulme, Philip E.",2009,Factors explaining alien plant invasion success in a tropical ecosystem differ at each stage of invasion,journal,JOURNAL OF ECOLOGY,97,4,657,665,,Web of Science,Many,Tanzania,,East Usambara Mountains,-5.0917,38.6361,Field - Observational;Theoretical/Modeling,terrestrial,Tropical Forest,Invasion Hyp.,Inherent Superiority;Propagule Pressure;Preadaptation to Climate,Rapid Growth,primary
126,"Dawson, Wayne; Burslem, David F. R. P.; Hulme, Philip E.",2009,"Herbivory is related to taxonomic isolation, but not to invasiveness of tropical alien plants",journal,DIVERSITY AND DISTRIBUTIONS,15,1,141,147,"The enemy release hypothesis is often invoked to explain why some alien plant species become invasive. Here, we investigated relationships between invasiveness, taxonomic isolation and leaf herbivory for tropical alien plant species introduced to a botanical garden in East Africa. Amani Botanical Garden, East Usambara mountains, northeast Tanzania. We measured the proportion of leaves damaged, and the percentage leaf area damaged on individuals of 28 alien plant species. We extracted data on the presence/absence of native congeners and the number of native confamilial species from an inventory of the East Usambara flora. We also obtained data on planting effort for 26 species, from historical records. Linear and generalized linear models were used to analyse the relationships between invasiveness, herbivory and taxonomic isolation. Mean proportion of leaves damaged per species was significantly explained by taxonomic isolation; proportion of leaves damaged increased with the number of native confamilial species and was greater, on average, for species with native congeners than those without native congeners. The mean percentage of leaf area damaged per species could not be explained by any variables considered in this study. There was no relationship between the degree of herbivory or taxonomic isolation and alien plant species invasiveness, but more-invasive species did have a significantly greater planting effort than less-invasive species. The role herbivores play in controlling alien plant invasions has been investigated relatively little in the tropics. In this study, although the amount of herbivory suffered by alien plants was related to taxonomic isolation, we found no evidence for leaf-feeding invertebrates having a significant role in invasion, suggesting that other factors may be responsible for differences in species success.",Web of Science,Many,Tanzania,East Usambara,"Amani Botanical Garden, East Usambara Mountains",-5.0917,38.6361,Field - Observational,terrestrial,Tropical Forest,Invasion Hyp.,Enemy Release,,primary
