date,time,channel_id,habitat_type,visibility_ft,depth_ft,distance_to_bank_ft,distance_to_cover_ft,cover_type,overhead,unembedded_cobble,distance to cobble_ft,velocity_fps,substrate,fish_type,fish_size,fish_number,comments
4/29/2020,02:28:48pm,Clear Creek Control,Riffle,10,1.8,15.6,0.6,Fine Woody Debris,No,Yes,0.4,0.55,Gravel,Fall Run Chinook,61-80mm,3,NA
4/29/2020,02:31:14pm,Clear Creek Control,Riffle,10,1.6,5,1,Fine Woody Debris,Yes,Yes,4.1,0.32,Mud/Organic,Late Fall Run Run Chinook,<41mm,5,NA
4/29/2020,02:35:47pm,Clear Creek Control,Riffle,10,2.1,15.9,0.5,Fine Woody Debris,No,Yes,1.1,0.29,Mud/Organic,Fall Run Chinook,61-80mm,30,NA
4/29/2020,02:38:49pm,Clear Creek Control,Riffle,10,2,10.9,0.8,Fine Woody Debris,Yes,Yes,4.6,0.59,Mud/Organic,Fall Run Chinook,81-100mm,25,NA
4/29/2020,02:43:41pm,Clear Creek Control,Riffle,10,2,10.9,0.8,Fine Woody Debris,Yes,Yes,4.6,0.59,Mud/Organic,Fall Run Chinook,61-80mm,20,NA
4/29/2020,02:47:28pm,Clear Creek Control,Riffle,10,1.4,9.8,0.1,Branches - Small Woody Debris,Yes,No,0,0.05,Sand,Fall Run Chinook,61-80mm,11,NA
4/29/2020,02:53:29pm,Clear Creek Control,Riffle,10,1.3,7.3,0,Fine Woody Debris,Yes,Yes,2.7,0.2,Mud/Organic,Fall Run Chinook,61-80mm,2,NA
4/29/2020,03:00:56pm,Clear Creek Control,Riffle,10,1.3,7.3,0,Fine Woody Debris,Yes,Yes,2.7,0.2,Mud/Organic,Rainbow Trout/Steelhead,81-100mm,1,NA
4/29/2020,03:03:34pm,Clear Creek Control,Riffle,10,1.4,1.2,0.2,Fine Woody Debris,Yes,Yes,1.6,0.3,Sand,Rainbow Trout/Steelhead,81-100mm,2,NA
4/29/2020,03:07:22pm,Clear Creek Control,Riffle,10,1.4,1.2,0.2,Fine Woody Debris,Yes,Yes,1.6,0.3,Sand,Rainbow Trout/Steelhead,61-80mm,1,NA
4/29/2020,03:08:36pm,Clear Creek Control,Riffle,10,1.4,1.2,0.2,Fine Woody Debris,Yes,Yes,1.6,0.3,Sand,Fall Run Chinook,61-80mm,3,NA
4/29/2020,03:09:47pm,Clear Creek Control,Riffle,10,1,3.7,0,Fine Woody Debris,No,Yes,1.6,0.3,Gravel,Rainbow Trout/Steelhead,81-100mm,2,NA
4/29/2020,03:12:36pm,Clear Creek Control,Riffle,10,1,3.7,0,Fine Woody Debris,No,Yes,1.6,0.3,Sand,Rainbow Trout/Steelhead,61-80mm,3,NA
4/29/2020,03:14:00pm,Clear Creek Control,Riffle,10,0.4,0.8,0.6,Aquatic Veg,Yes,Yes,3.9,0.1,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,2,NA
4/29/2020,03:17:02pm,Clear Creek Control,Riffle,10,0.4,0.8,0.6,Aquatic Veg,Yes,Yes,3.9,0.1,Mud/Organic,Rainbow Trout/Steelhead,<41mm,3,NA
8/31/2018,11:35:19am,Cow Creek Island,Riffle,10,0.8,6.5,0,Aquatic Veg,NA,Yes,1.3,0.01,Gravel,Rainbow Trout/Steelhead,51-60mm,1,NA
8/31/2018,12:22:17pm,Cow Creek Island,Riffle,10,0.9,12,0.300000012,Aquatic Veg,NA,Yes,0,0.07,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
8/31/2018,11:30:02am,Cow Creek Island,Riffle,10,1.8,15.10000038,1.5,Aquatic Veg,NA,No,0,0.07,Mud/Organic,Rainbow Trout/Steelhead,41-50mm,1,NA
8/31/2018,11:32:45am,Cow Creek Island,Riffle,10,1.8,15.10000038,1.5,Aquatic Veg,NA,No,0,0.07,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,2,NA
8/31/2018,12:25:29pm,Cow Creek Island,Riffle,10,1.1,8.600000381,0.899999976,Aquatic Veg,NA,Yes,0,0.15,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
8/31/2018,01:20:19pm,Cow Creek Island,Riffle,10,0.8,14,0,Aquatic Veg,NA,Yes,0,0.15,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
8/31/2018,11:55:29am,Cow Creek Island,Flatwater,10,1.3,9.300000191,0,Aquatic Veg,NA,Yes,0.9,0.24,Gravel,Rainbow Trout/Steelhead,81-100mm,7,NA
8/31/2018,01:28:04pm,Cow Creek Island,Riffle,10,1.3,12,0.5,Aquatic Veg,NA,Yes,0.1,0.4,Gravel,Rainbow Trout/Steelhead,51-60mm,3,NA
8/31/2018,11:44:09am,Cow Creek Island,Riffle,10,1.9,8.5,1.5,Overhead cover,NA,Yes,0,0.4,Cobble,Rainbow Trout/Steelhead,81-100mm,11,NA
8/31/2018,12:17:36pm,Cow Creek Island,Riffle,10,1.5,14.60000038,0.699999988,Aquatic Veg,NA,Yes,0,0.48,Cobble,Rainbow Trout/Steelhead,61-80mm,10,NA
8/31/2018,11:38:19am,Cow Creek Island,Riffle,10,0.9,8.300000191,4.199999809,Aquatic Veg,NA,Yes,0.4,0.6,Gravel,Rainbow Trout/Steelhead,51-60mm,1,NA
8/31/2018,11:57:41am,Cow Creek Island,Flatwater,10,1.6,17,0,Aquatic Veg,NA,Yes,1.4,0.61,Gravel,Rainbow Trout/Steelhead,101-120mm,1,NA
8/31/2018,12:14:32pm,Cow Creek Island,Riffle,10,2.4,19.10000038,2,Aquatic Veg,NA,Yes,0,0.62,Cobble,Rainbow Trout/Steelhead,61-80mm,1,NA
8/31/2018,01:13:58pm,Cow Creek Island,Riffle,10,0.9,12.5,0.5,Aquatic Veg,NA,Yes,0,0.67,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
8/31/2018,11:48:40am,Cow Creek Island,Flatwater,10,1.3,16.39999962,1.200000048,Aquatic Veg,NA,Yes,0,0.73,Cobble,Rainbow Trout/Steelhead,81-100mm,1,NA
8/31/2018,01:12:17pm,Cow Creek Island,Riffle,10,1.1,18,4,Aquatic Veg,NA,Yes,0,0.8,Cobble,Late Fall Run Run Chinook,61-80mm,1,NA
8/31/2018,01:17:50pm,Cow Creek Island,Riffle,10,0.7,15.19999981,1.799999952,Aquatic Veg,NA,Yes,0,0.9,Cobble,Rainbow Trout/Steelhead,61-80mm,1,NA
8/31/2018,12:00:00pm,Cow Creek Island,Flatwater,10,1.6,18,0,Aquatic Veg,NA,Yes,0,0.95,Cobble,Rainbow Trout/Steelhead,61-80mm,1,NA
8/31/2018,01:07:35pm,Cow Creek Island,Riffle,10,2.1,30.5,3,Aquatic Veg,NA,Yes,0,1.23,Cobble,Late Fall Run Run Chinook,61-80mm,1,NA
8/31/2018,12:03:28pm,Cow Creek Island,Flatwater,10,1.9,20.5,0.200000003,Aquatic Veg,NA,Yes,0,1.4,Cobble,Rainbow Trout/Steelhead,61-80mm,1,NA
8/31/2018,01:10:12pm,Cow Creek Island,Riffle,10,2,32,2.900000095,Aquatic Veg,NA,Yes,0,1.69,Cobble,Rainbow Trout/Steelhead,121-140mm,1,NA
8/31/2018,11:52:05am,Cow Creek Island,Flatwater,10,1.5,22,0,Aquatic Veg,NA,Yes,0.7,1.81,Gravel,Rainbow Trout/Steelhead,81-100mm,1,NA
8/31/2018,12:07:29pm,Cow Creek Island,Flatwater,10,2.5,34.5,5.800000191,Aquatic Veg,NA,Yes,0,2.21,Cobble,Rainbow Trout/Steelhead,121-140mm,1,NA
8/31/2018,01:25:32pm,Cow Creek Island,Riffle,10,1.6,12.5,0.600000024,Aquatic Veg,NA,Yes,0,2.32,Cobble,Rainbow Trout/Steelhead,141-160mm,2,NA
6/21/2018,NA,Kapusta,Pool,10,1.08,2.5,0,Boulder,NA,Yes,2.76,0,Bedrock,Rainbow Trout/Steelhead,<41mm,2,NA
6/21/2018,NA,Kapusta,Flatwater,10,4.32,9,0,Branches - Small Woody Debris,NA,No,0,0,Mud/Organic,Late Fall Run Run Chinook,51-60mm,1,NA
6/21/2018,NA,Kapusta,Pool,10,1,1,0,Fine Woody Debris,NA,No,0,0,Bedrock,Rainbow Trout/Steelhead,51-60mm,2,NA
6/21/2018,NA,Kapusta,Pool,10,2.08,0,3.5,Branches - Small Woody Debris,NA,No,0,0,Mud/Organic,Rainbow Trout/Steelhead,61-80mm,1,NA
6/21/2018,NA,Kapusta,Pool,10,2.42,1.919999957,1.919999957,Cobble,NA,Yes,0,0.18,Bedrock,Rainbow Trout/Steelhead,61-80mm,1,NA
6/21/2018,NA,Kapusta,Pool,10,1.42,1.570000052,1,Fine Woody Debris,NA,No,0,0.29,Bedrock,Rainbow Trout/Steelhead,51-60mm,5,NA
6/21/2018,NA,Kapusta,Pool,10,1.42,1.570000052,1,Fine Woody Debris,NA,No,0,0.29,Bedrock,Rainbow Trout/Steelhead,61-80mm,1,NA
6/21/2018,NA,Kapusta,Pool,10,0.67,0.920000017,0,Fine Woody Debris,NA,Yes,1.82,0.37,Bedrock,Late Fall Run Run Chinook,41-50mm,1,NA
6/21/2018,NA,Kapusta,Flatwater,10,1.84,1.559999943,0,Branches - Small Woody Debris,NA,Yes,1.5,0.5,Sand,Rainbow Trout/Steelhead,81-100mm,1,NA
6/21/2018,NA,Kapusta,Flatwater,10,0.67,1.080000043,0,Fine Woody Debris,NA,Yes,4.67,0.7,Sand,Fall Run Chinook,41-50mm,1,NA
6/21/2018,NA,Kapusta,Flatwater,10,2.5,2.24000001,0,Fine Woody Debris,NA,Yes,0,2.06,Cobble,Fall Run Chinook,81-100mm,2,NA
11/20/2018,12:10:43pm,Kapusta,Flatwater,9,3.25,10.5,0,Branches - Small Woody Debris,NA,No,0,0.3,Mud/Organic,Late Fall Run Run Chinook,101-120mm,1,NA
11/20/2018,12:05:38pm,Kapusta,Flatwater,9,3.25,10.5,0,Branches - Small Woody Debris,NA,No,0,0.3,Mud/Organic,Late Fall Run Run Chinook,121-140mm,1,NA
11/20/2018,12:12:02pm,Kapusta,Flatwater,9,3.25,10.5,0,Branches - Small Woody Debris,NA,No,0,0.3,Mud/Organic,Late Fall Run Run Chinook,81-100mm,3,NA
7/18/2019,02:33:16am,Kapusta,Pool,10,2.1,2.7,0.4,Rip Rap,No,Yes,1,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,10,no overhead
7/18/2019,03:39:24am,Kapusta,Pool,10,1.9,5,0.8,Rip Rap,No,Yes,1.9,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,25,no overhead
7/18/2019,03:43:51am,Kapusta,Pool,10,1.5,2.7,0.1,Rip Rap,No,Yes,0.9,0,Gravel,Rainbow Trout/Steelhead,41-50mm,13,no overhead
7/18/2019,03:52:40am,Kapusta,Pool,10,1,2.9,0.1,Fine Woody Debris,No,No,0,0.2,Sand,Late Fall Run Run Chinook,51-60mm,6,no overhead
7/18/2019,03:58:27am,Kapusta,Pool,10,1,2.9,0.2,Fine Woody Debris,No,No,0,0.2,Sand,Fall Run Chinook,61-80mm,2,no overhead
7/18/2019,04:06:12am,Kapusta,Pool,10,NA,0.2,0.2,Rip Rap,No,Yes,1.8,0,Boulder,Rainbow Trout/Steelhead,<41mm,10,no overhead
7/18/2019,04:10:10am,Kapusta,Pool,10,0.7,0.2,0.2,Rip Rap,No,Yes,1.8,0,Boulder,Rainbow Trout/Steelhead,51-60mm,1,no overhead
7/18/2019,04:13:11am,Kapusta,Pool,10,0.6,0.6,0.6,Rip Rap,No,Yes,1,0,Boulder,Rainbow Trout/Steelhead,<41mm,5,no overhead
7/18/2019,04:16:50am,Kapusta,Pool,10,2.05,1,0.5,Rip Rap,No,Yes,2.4,0,Sand,Rainbow Trout/Steelhead,<41mm,5,no overhead
7/18/2019,04:21:42am,Kapusta,Pool,10,2.05,1,0.5,Rip Rap,No,Yes,2.4,0,Sand,Rainbow Trout/Steelhead,41-50mm,3,no overhead
7/18/2019,04:24:11am,Kapusta,Pool,10,1,2.05,0,Aquatic Veg,No,Yes,3.9,0,Sand,Rainbow Trout/Steelhead,<41mm,8,no overhead
7/18/2019,04:29:15am,Kapusta,Pool,10,1,2.05,0,Aquatic Veg,No,Yes,3.9,0,Sand,Rainbow Trout/Steelhead,41-50mm,3,no overhead
7/18/2019,04:31:31am,Kapusta,Pool,10,1.2,2.1,0.3,Branches - Small Woody Debris,yes,Yes,2,0.1,Sand,Rainbow Trout/Steelhead,<41mm,3,overhead
7/18/2019,04:37:04am,Kapusta,Pool,10,1.1,1.9,0,Branches - Small Woody Debris,yes,Yes,2.3,0.2,Sand,Rainbow Trout/Steelhead,61-80mm,1,overhead
7/18/2019,04:40:25am,Kapusta,Pool,10,1.1,1.9,0,Branches - Small Woody Debris,yes,Yes,2.3,0.2,Sand,Rainbow Trout/Steelhead,51-60mm,1,overhead
7/18/2019,04:47:14am,Kapusta,Pool,10,0.55,0.5,0,Aquatic Veg,No,Yes,3.7,0,Boulder,Rainbow Trout/Steelhead,<41mm,9,no overhead
7/18/2019,06:20:06am,Kapusta,Flatwater,10,1.2,1,0.2,Fine Woody Debris,Yes,Yes,1.7,0.2,Sand,Rainbow Trout/Steelhead,41-50mm,3,overhead
7/18/2019,06:26:35am,Kapusta,Flatwater,10,1.6,1.4,0,Fine Woody Debris,Yes,Yes,1.9,0.1,Sand,Fall Run Chinook,61-80mm,1,overhead
7/18/2019,06:30:15am,Kapusta,Flatwater,10,1.6,1.4,0,Fine Woody Debris,Yes,Yes,1.9,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,5,overhead
7/18/2019,06:32:17am,Kapusta,Flatwater,10,1.6,1.3,0,Fine Woody Debris,Yes,Yes,2.9,0.2,Sand,Rainbow Trout/Steelhead,61-80mm,1,overhead
7/18/2019,06:36:58am,Kapusta,Flatwater,10,1.1,1.3,0.3,Fine Woody Debris,Yes,Yes,1.4,0,Sand,Rainbow Trout/Steelhead,41-50mm,4,overhead
7/18/2019,06:41:03am,Kapusta,Flatwater,10,1.1,1.2,0.3,Fine Woody Debris,Yes,Yes,2.1,0,Sand,Rainbow Trout/Steelhead,51-60mm,1,overhead
7/18/2019,06:43:53am,Kapusta,Flatwater,10,1.8,2,0,Fine Woody Debris,NA,Yes,0.2,0.3,Sand,Rainbow Trout/Steelhead,41-50mm,1,NA
7/18/2019,06:46:22am,Kapusta,Flatwater,10,1.4,1,0,Fine Woody Debris,Yes,Yes,0.6,0.3,Sand,Rainbow Trout/Steelhead,41-50mm,1,overhead
7/18/2019,06:49:11am,Kapusta,Flatwater,10,0.5,0.8,0,Aquatic Veg,NA,Yes,0.8,0.4,Sand,Rainbow Trout/Steelhead,51-60mm,1,NA
7/18/2019,06:52:41am,Kapusta,Flatwater,10,1,3.1,0.9,Aquatic Veg,No,Yes,0,0.3,Cobble,Rainbow Trout/Steelhead,51-60mm,8,no overhead
7/18/2019,06:55:59am,Kapusta,Flatwater,10,1,3.1,0.9,Aquatic Veg,No,Yes,0,0.3,Cobble,Rainbow Trout/Steelhead,41-50mm,10,no overhead
7/18/2019,06:58:38am,Kapusta,Flatwater,10,1.1,2.2,0,Fine Woody Debris,Yes,Yes,0.1,0,Gravel,Rainbow Trout/Steelhead,51-60mm,4,overhead
9/25/2019,03:35:01am,Kapusta,Flatwater,9,0.9,3.2,1.4,Aquatic Veg,No,Yes,1,0.82,Gravel,Winter Run Chinook,<41mm,1,no overhead
9/25/2019,03:39:22am,Kapusta,Flatwater,9,1,3.4,1.3,Aquatic Veg,No,Yes,0.7,0.79,Gravel,Winter Run Chinook,41-50mm,4,no overhead
9/25/2019,03:43:19am,Kapusta,Flatwater,9,0.8,1.2,0,Branches - Small Woody Debris,No,Yes,2.5,0,Mud/Organic,Winter Run Chinook,51-60mm,5,no overhead
9/25/2019,03:47:23am,Kapusta,Flatwater,9,0.8,1.2,0,Branches - Small Woody Debris,No,Yes,2.5,0,Mud/Organic,Rainbow Trout/Steelhead,61-80mm,4,no overhead
9/25/2019,03:49:59am,Kapusta,Flatwater,9,2.7,7.5,0,Branches - Small Woody Debris,No,Yes,0,0.28,Cobble,Winter Run Chinook,51-60mm,1,no overhead
9/25/2019,03:55:20am,Kapusta,Flatwater,9,2.7,7.5,0,Branches - Small Woody Debris,No,Yes,0,0.28,Cobble,NA,61-80mm,1,no overhead
9/25/2019,03:57:03am,Kapusta,NA,0,1.1,3.4,2,Aquatic Veg,Yes,Yes,0,0,Cobble,Winter Run Chinook,41-50mm,12,overhead
9/25/2019,04:02:00am,Kapusta,Flatwater,9,1.6,5.5,3,Aquatic Veg,No,Yes,0,0.47,Cobble,Winter Run Chinook,51-60mm,1,no overhead
9/25/2019,04:04:38am,Kapusta,Flatwater,9,1.4,2.5,1.7,Aquatic Veg,Yes,Yes,0,0,Cobble,Rainbow Trout/Steelhead,41-50mm,1,overhead
9/25/2019,04:06:58am,Kapusta,Flatwater,9,1.1,1.9,0.7,Fine Woody Debris,No,Yes,3,0.37,Mud/Organic,Rainbow Trout/Steelhead,61-80mm,3,no overhead
9/25/2019,04:11:20am,Kapusta,Flatwater,9,1.1,1.9,0.7,Fine Woody Debris,No,Yes,3,0.37,Mud/Organic,Fall Run Chinook,61-80mm,1,no overhead
9/25/2019,04:13:36am,Kapusta,Flatwater,9,0.5,1.2,0,Aquatic Veg,Yes,Yes,1,0,Gravel,Winter Run Chinook,<41mm,1,overhead
9/25/2019,05:05:53am,Kapusta,Pool,9,0.8,1.7,0,Aquatic Veg,No,No,0,0.41,Sand,Winter Run Chinook,41-50mm,2,no overhead
9/25/2019,05:10:37am,Kapusta,Riffle,10,1.4,1.2,0,Rip Rap,No,Yes,0,0.14,Cobble,Rainbow Trout/Steelhead,121-140mm,1,no overhead
9/25/2019,05:14:47am,Kapusta,Riffle,10,1.4,1.2,0,Rip Rap,No,Yes,0,0.14,Cobble,Late Fall Run Run Chinook,81-100mm,1,no overhead
9/25/2019,05:17:26am,Kapusta,Riffle,10,2.1,3.8,1.7,Aquatic Veg,No,Yes,3,0.31,Gravel,Rainbow Trout/Steelhead,101-120mm,5,no overhead
9/25/2019,05:20:24am,Kapusta,Riffle,10,2.1,3.8,1.7,Aquatic Veg,No,Yes,3,0.31,Gravel,Fall Run Chinook,81-100mm,1,no overhead
9/25/2019,05:26:59am,Kapusta,Pool,9,0.5,0.4,0.3,Rip Rap,No,No,NA,0.76,Bedrock,Winter Run Chinook,51-60mm,1,no overhead
12/3/2019,No Time recorded,Kapusta,Flatwater,10,3.2,20,0,Branches - Small Woody Debris,No,No,0,0.28,Mud/Organic,Winter Run Chinook,61-80mm,35,no overhead
12/3/2019,No Time recorded,Kapusta,Flatwater,10,3.2,20,0,Branches - Small Woody Debris,No,No,0,0.28,Mud/Organic,Late Fall Run Run Chinook,81-100mm,5,no overhead
12/3/2019,No Time recorded,Kapusta,Pool,10,2.7,11.3,1.3,Fine Woody Debris,NA,Yes,1.9,0.27,Gravel,Winter Run Chinook,61-80mm,3,NA
12/3/2019,No Time recorded,Kapusta,Pool,10,2.7,11.3,1.3,Fine Woody Debris,NA,Yes,1.9,0.27,Gravel,Late Fall Run Run Chinook,101-120mm,6,NA
12/3/2019,No Time recorded,Kapusta,Pool,10,2.7,13.9,0,Fine Woody Debris,NA,Yes,0.5,0.84,Bedrock,Winter Run Chinook,61-80mm,12,NA
12/3/2019,No Time recorded,Kapusta,Pool,10,2.6,3.6,0.2,Aquatic Veg,NA,Yes,0.9,0.4,Gravel,Winter Run Chinook,51-60mm,1,NA
12/3/2019,No Time recorded,Kapusta,Pool,10,1.8,0.8,1,Fine Woody Debris,No,Yes,4,0.28,Sand,Winter Run Chinook,51-60mm,1,no overhead
12/3/2019,No Time recorded,Kapusta,Pool,10,3.6,6.8,1,Aquatic Veg,No,No,0,0.43,Bedrock,Late Fall Run Run Chinook,121-140mm,1,no overhead
12/3/2019,No Time recorded,Kapusta,Pool,10,4.6,9,0.1,Cobble,No,Yes,0.1,0.68,Gravel,Late Fall Run Run Chinook,121-140mm,6,no overhead
12/3/2019,No Time recorded,Kapusta,Pool,10,4.6,9,0.1,Cobble,No,Yes,0.1,0.68,Gravel,Winter Run Chinook,51-60mm,30,no overhead
12/3/2019,No Time recorded,Kapusta,Pool,10,4.6,9,0.1,Cobble,No,Yes,0.1,0.68,Gravel,Winter Run Chinook,61-80mm,24,no overhead
12/3/2019,No Time recorded,Kapusta,Pool,10,3.8,7.4,0.8,Branches - Small Woody Debris,No,Yes,1,0.5,Gravel,Rainbow Trout/Steelhead,81-100mm,1,no overhead
12/3/2019,No Time recorded,Kapusta,Pool,10,4.5,8.6,0,Cobble,No,Yes,0,0.76,Cobble,Rainbow Trout/Steelhead,141-160mm,1,no overhead
12/3/2019,No Time recorded,Kapusta,Riffle,10,1.2,4.9,4.8,Rip Rap,No,Yes,2.4,1.1,Gravel,Winter Run Chinook,51-60mm,2,no overhead
12/3/2019,No Time recorded,Kapusta,Riffle,10,1.2,4.9,4.8,Rip Rap,No,Yes,2.4,1.1,Gravel,Late Fall Run Run Chinook,81-100mm,8,no overhead
12/3/2019,No Time recorded,Kapusta,Riffle,10,1.2,4.9,4.9,Rip Rap,No,Yes,0.3,1.8,Gravel,Winter Run Chinook,61-80mm,2,no overhead
12/3/2019,No Time recorded,Kapusta,Riffle,10,1.5,2.6,1.3,Rip Rap,No,Yes,1.4,0.13,Gravel,Late Fall Run Run Chinook,101-120mm,1,no overhead
1/2/2020,04:43:35am,Kapusta,Riffle,10,1,8,0.1,Cobble,No,Yes,0.1,1.1,Gravel,Rainbow Trout/Steelhead,101-120mm,1,no overhead  rags as cover
1/2/2020,06:47:09am,Kapusta,Pool,10,2.2,9,0,Fine Woody Debris,No,Yes,0.9,0,Gravel,Fall Run Chinook,<41mm,5,no overhead
1/29/2020,05:28:33am,Kapusta,Flatwater,10,1,3.5,0.3,Fine Woody Debris,Yes,Yes,4,0.11,Mud/Organic,Fall Run Chinook,41-50mm,10,overhead
1/29/2020,05:31:32am,Kapusta,Flatwater,10,1,3.5,0.3,Fine Woody Debris,Yes,Yes,4,0.11,Mud/Organic,Spring Run Chinook,51-60mm,40,overhead
1/29/2020,05:33:33am,Kapusta,Flatwater,10,0.4,1.3,0.3,Aquatic Veg,Yes,Yes,8.2,0.03,Mud/Organic,Fall Run Chinook,41-50mm,21,overhead
1/29/2020,05:36:46am,Kapusta,Riffle,10,0.6,4.2,2.8,Aquatic Veg,No,No,0,0.02,Mud/Organic,Fall Run Chinook,41-50mm,1,no overhead
1/29/2020,05:41:06am,Kapusta,Flatwater,10,0.8,6.6,0.4,Aquatic Veg,No,No,0,0.01,Mud/Organic,Spring Run Chinook,51-60mm,40,no overhead
1/29/2020,05:44:09am,Kapusta,Flatwater,10,0.3,1,2.3,Aquatic Veg,No,Yes,1.3,0.06,Mud/Organic,Fall Run Chinook,<41mm,9,no overhead
1/29/2020,05:46:54am,Kapusta,Flatwater,13,0.3,1,2.3,Aquatic Veg,No,Yes,1.3,0.06,Mud/Organic,Fall Run Chinook,41-50mm,5,no overhead
1/29/2020,05:48:18am,Kapusta,Flatwater,10,0.55,1.9,1,Aquatic Veg,No,No,0,0,Mud/Organic,Fall Run Chinook,<41mm,40,no overhead
1/29/2020,05:50:54am,Kapusta,Flatwater,10,0.55,1.9,1,Aquatic Veg,No,No,0,0,Mud/Organic,Fall Run Chinook,41-50mm,50,no overhead
1/29/2020,05:52:11am,Kapusta,Flatwater,10,1.4,9,0,Branches - Small Woody Debris,Yes,No,0,0,Mud/Organic,Rainbow Trout/Steelhead,81-100mm,5,overhead
1/29/2020,05:56:42am,Kapusta,Flatwater,10,1.3,14.6,0,Aquatic Veg,No,No,0,0.01,Mud/Organic,Fall Run Chinook,<41mm,11,no overhead
1/29/2020,06:02:17am,Kapusta,Flatwater,10,1.4,14.6,0,Aquatic Veg,No,No,0,0.01,Mud/Organic,Fall Run Chinook,41-50mm,10,no overhead
1/29/2020,06:06:35am,Kapusta,Flatwater,10,0.8,5,0,Aquatic Veg,No,No,0,0.11,Mud/Organic,Spring Run Chinook,51-60mm,15,no overhead
1/29/2020,06:07:46am,Kapusta,Flatwater,10,0.4,2.4,0.1,Aquatic Veg,No,No,0,0.01,Mud/Organic,Fall Run Chinook,41-50mm,10,no overhead
1/29/2020,06:10:18am,Kapusta,Flatwater,10,0.4,2.4,0.1,Aquatic Veg,No,No,0,0.01,Mud/Organic,Spring Run Chinook,51-60mm,50,no overhead
1/29/2020,06:11:32am,Kapusta,Flatwater,10,0.8,1.8,0.3,Aquatic Veg,No,No,0,0.02,Mud/Organic,Fall Run Chinook,41-50mm,10,no overhead
1/29/2020,06:13:48am,Kapusta,Flatwater,10,0.4,2.3,0.5,Branches - Small Woody Debris,Yes,No,0,0.06,Mud/Organic,Winter Run Chinook,61-80mm,10,overhead
1/29/2020,06:18:42am,Kapusta,Flatwater,10,0.4,2.9,0.5,Branches - Small Woody Debris,Yes,No,0,0.06,Mud/Organic,Fall Run Chinook,41-50mm,10,overhead
1/29/2020,06:21:04am,Kapusta,Flatwater,10,0.4,2.9,0.5,Branches - Small Woody Debris,Yes,Yes,0,0.06,Sand,Spring Run Chinook,51-60mm,50,overhead
1/29/2020,06:25:17am,Kapusta,Flatwater,10,0.9,4.2,0,Fine Woody Debris,Yes,Yes,2.7,0,Mud/Organic,Fall Run Chinook,41-50mm,40,overhead
1/29/2020,06:31:39am,Kapusta,Flatwater,10,0.9,2.3,1.3,Aquatic Veg,Yes,No,0,0,Mud/Organic,Fall Run Chinook,41-50mm,50,overhead
1/29/2020,06:36:17am,Kapusta,Flatwater,10,1,10.7,0,Fine Woody Debris,Yes,No,0,0.04,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,2,overhead
1/29/2020,06:42:07am,Kapusta,Flatwater,10,1,10.7,0,Fine Woody Debris,Yes,No,0,0.04,Mud/Organic,Spring Run Chinook,51-60mm,8,overhead
1/29/2020,06:43:46am,Kapusta,Flatwater,10,0.8,2.6,0.6,Fine Woody Debris,Yes,No,0,0.01,Mud/Organic,Fall Run Chinook,41-50mm,15,overhead
1/29/2020,06:47:06am,Kapusta,Flatwater,10,0.8,2.6,0.6,Fine Woody Debris,Yes,No,0,0.01,Mud/Organic,Spring Run Chinook,51-60mm,24,overhead
1/29/2020,06:48:52am,Kapusta,Flatwater,10,0.8,2.6,0.6,Fine Woody Debris,Yes,No,0,0,Mud/Organic,Winter Run Chinook,61-80mm,1,overhead
1/29/2020,06:53:27am,Kapusta,Flatwater,10,1.37,4.2,0,Aquatic Veg,No,Yes,2,0.02,Mud/Organic,Fall Run Chinook,41-50mm,30,no overhead
1/29/2020,06:56:13am,Kapusta,Flatwater,10,0.7,2.2,0,Fine Woody Debris,Yes,Yes,7.4,0.2,Mud/Organic,Fall Run Chinook,41-50mm,40,overhead
1/29/2020,06:59:46am,Kapusta,Flatwater,10,0.7,2.2,0,Fine Woody Debris,Yes,Yes,7.4,0.2,Mud/Organic,Spring Run Chinook,51-60mm,60,overhead
1/29/2020,07:02:47am,Kapusta,Flatwater,10,0.7,1.9,0,Branches - Small Woody Debris,No,Yes,3.8,0,Mud/Organic,Fall Run Chinook,41-50mm,8,no overhead
1/29/2020,07:05:41am,Kapusta,Flatwater,10,0.6,1.9,0.9,Aquatic Veg,No,No,0,0.01,Mud/Organic,Fall Run Chinook,41-50mm,30,no overhead
1/29/2020,07:09:07am,Kapusta,Flatwater,10,0.3,1.7,1.3,Fine Woody Debris,No,Yes,1.9,0.07,Gravel,Fall Run Chinook,<41mm,4,no overhead
1/29/2020,07:12:32am,Kapusta,Flatwater,10,0.6,1.2,1.2,Aquatic Veg,No,Yes,3,0.02,Mud/Organic,Fall Run Chinook,41-50mm,25,no overhead
