location_type,habitat_type,fish_type,fork_length_mm,weight_g,condition_factor,date,side_channel,control_impact,channel_status
Side Channel,Flatwater,FR,46,2.36,2.424591107,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,47,1.19,1.146181482,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,47,1.4,1.348448802,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,47,1.6,1.541084345,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,47,1.66,1.598875008,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,49,0.45,0.382493689,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Pool,FR,51,1.7,1.281558375,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,51,1.96,1.477561421,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,52,2.61,1.856224397,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,SR,57,1.47,0.793766503,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,SR,57,2.55,1.376941893,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,SR,57,2.56,1.382341665,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,SR,58,2.6,1.332567961,2/12/2019,Bourbon,Control,Control side channel
Side Channel,Flatwater,WR,86,8.13,1.278189342,2/12/2019,Bourbon,Control,Control side channel
Mainstem,Down Mainstem,FR,32,0.32,0.9765625,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,32,0.34,1.037597656,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,34,0.77,1.959088134,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,35,0.32,0.746355685,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,35,0.44,1.026239067,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,36,0.31,0.664437586,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,36,0.4,0.85733882,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,36,0.42,0.900205761,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,37,0.22,0.43432768,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,37,0.27,0.533038517,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,37,0.48,0.94762403,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,37,0.55,1.085819201,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,37,0.59,1.16478787,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,37,0.74,1.46092038,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,37,1.03,2.033443231,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,38,0.91,1.658405015,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,39,1.34,2.258972673,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,40,0.75,1.171875,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,40,1.2,1.875,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,42,1.19,1.606198035,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,43,1.25,1.572188612,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,45,0.93,1.020576132,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,FR,46,0.91,0.934905893,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,SR,56,2.02,1.15023688,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Down Mainstem,SR,58,2.15,1.101931198,2/12/2019,Bourbon,Control,Mainstem
Mainstem,Up Mainstem,FR,33,0.49,1.363497231,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,34,0.32,0.814166497,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,34,0.33,0.8396092,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,34,0.36,0.915937309,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Down Mainstem,FR,34,0.67,1.704661103,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,34,NA,NA,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,35,0.36,0.839650146,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,35,0.43,1.002915452,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,35,0.43,1.002915452,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,36,0.43,0.921639232,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,36,0.44,0.943072702,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,36,0.49,1.050240055,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,36,0.49,1.050240055,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,36,0.56,1.200274348,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,37,0.45,0.888397528,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,37,0.54,1.066077034,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,39,0.45,0.758610226,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,39,0.57,0.960906286,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,39,0.58,0.977764291,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,41,1.03,1.494464677,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,42,0.78,1.052802073,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,42,1.16,1.565705647,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,43,0.66,0.830115587,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,44,1.15,1.350018783,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,45,0.86,0.943758573,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,46,1.16,1.191748171,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,47,0.77,0.741646841,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,47,0.84,0.809069281,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,47,1,0.963177716,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,49,1.51,1.283478823,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,51,1.52,1.145863959,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,FR,54,1.9,1.206625006,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,SR,55,1.56,0.937640872,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,SR,55,1.69,1.015777611,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Up Mainstem,SR,56,2.1,1.195790816,2/12/2019,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,SR,59,1.9,0.925118926,2/12/2019,Lake California,Impact,Mainstem
Side Channel,Pool,FR,31,NA,NA,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,0.33,0.918273646,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,0.64,1.780894343,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,0.45,1.144921636,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,0.44,1.026239067,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,0.58,1.352769679,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,0.77,1.795918367,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,0.81,1.889212828,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,36,0.3,0.643004115,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,36,0.37,0.793038409,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,36,0.39,0.83590535,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,36,0.51,1.093106996,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,37,0.43,0.848913194,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,37,0.52,1.026592699,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,37,0.55,1.085819201,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,37,NA,NA,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,38,0.47,0.856538854,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,38,0.62,1.129902318,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,38,0.75,1.36681732,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,39,0.61,1.028338306,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,39,0.62,1.045196311,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,39,0.65,1.095770327,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,39,0.73,1.230634367,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,39,0.73,1.230634367,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,39,0.93,1.567794467,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,40,0.45,0.703125,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,40,0.68,1.0625,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,40,1.23,1.921875,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,41,0.73,1.059183703,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,41,0.74,1.073693069,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,41,1.18,1.712105164,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,42,0.75,1.012309686,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,42,0.77,1.039304611,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,42,0.8,1.079796998,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,42,0.91,1.228269085,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,43,0.89,1.119398292,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,43,1,1.25775089,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,43,1.04,1.308060925,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,44,0.91,1.068275733,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,44,0.92,1.080015026,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,44,1.33,1.561326071,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,45,0.88,0.965706447,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,45,1.18,1.294924554,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,47,1.32,1.271394585,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,48,1.12,1.012731481,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,49,1.36,1.155980926,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,50,1.1,0.88,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,50,1.23,0.984,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Pool,FR,52,1.88,1.337050523,2/12/2019,Lake California,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,56,1.85,1.053434767,2/12/2019,Lake California,Impact,Post-restoration side channel
Mainstem,Down Mainstem,JT,25,0.14,0.896,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,JT,26,0.18,1.024123805,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,JT,26,0.37,2.105143377,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,JT,27,0.26,1.320936849,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,JT,28,0.19,0.865524781,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,FR,31,0.26,0.872746803,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Roving,FR,34,0.34,0.865051903,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Roving,FR,35,0.31,0.72303207,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,FR,35,0.45,1.049562682,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,FR,36,0.42,0.900205761,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,FR,36,0.47,1.007373114,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,37,0.44,0.868655361,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,FR,38,0.56,1.020556932,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,39,0.59,0.994622296,2/14/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,44,0.88,1.033057851,2/14/2019,N. Cypress,Impact,Mainstem
Side Channel,Roving,FR,31,0.28,0.939881172,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,0.35,0.890494606,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,34,0.36,0.915937309,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,34,0.39,0.992265418,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,34,0.44,1.119478933,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,35,0.38,0.886297376,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,0.47,1.096209913,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,35,0.71,1.655976676,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,36,0.44,0.943072702,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,36,0.44,0.943072702,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,36,0.46,0.985939643,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,36,0.46,0.985939643,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,37,0.41,0.809428859,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,37,0.5,0.987108365,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,37,0.52,1.026592699,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,39,0.57,0.960906286,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,39,0.6,1.011480301,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,39,0.63,1.062054316,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,39,0.65,1.095770327,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,41,0.61,0.885071314,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,42,0.77,1.039304611,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Roving,FR,43,0.8,1.006200712,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,43,0.81,1.018778221,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Side Channel,Riffle,SR,55,1.65,0.991735537,2/14/2019,N. Cypress,Impact,Post-restoration side channel
Mainstem,Up Mainstem,FR,33,0.32,0.890447171,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Mid Mainstem,FR,34,0.35,0.890494606,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,35,0.32,0.746355685,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,35,0.34,0.793002915,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Up Mainstem,FR,35,0.35,0.816326531,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,36,0.31,0.664437586,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,36,0.36,0.771604938,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,36,0.5,1.071673525,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,36,0.5,1.071673525,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Up Mainstem,FR,37,0.37,0.73046019,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,37,0.48,0.94762403,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,38,0.43,0.78364193,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Mid Mainstem,FR,38,0.53,0.96588424,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Mid Mainstem,FR,38,0.59,1.075229625,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,39,0.49,0.826042246,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,40,0.52,0.8125,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Down Mainstem,FR,40,0.55,0.859375,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,40,0.6,0.9375,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Up Mainstem,FR,40,0.66,1.03125,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,44,0.55,0.645661157,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,44,0.85,0.99783997,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Up Mainstem,FR,46,0.89,0.914358511,2/19/2019,Kapusta,Impact,Mainstem
Mainstem,Roving,FR,52,1.62,1.152139281,2/19/2019,Kapusta,Impact,Mainstem
Side Channel,Pool,FR,28,0.26,1.184402332,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,32,0.39,1.190185547,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,0.33,0.8396092,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,0.69,1.609329446,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,37,0.59,1.16478787,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,38,0.48,0.874763085,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,38,0.57,1.038781163,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,38,0.84,1.530835399,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,39,0.55,0.927190276,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,39,0.74,1.247492372,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,42,0.76,1.025807148,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,42,1.03,1.390238635,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,43,0.8,1.006200712,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,43,0.86,1.081665765,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,43,0.97,1.220018363,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,44,0.7,0.821750563,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,44,0.91,1.068275733,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,46,0.99,1.017095422,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,46,1.22,1.253390318,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,48,1.37,1.238787616,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,49,1.43,1.215479945,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,51,1.66,1.25140406,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,54,1.9,1.206625006,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,55,1.91,1.148009016,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,SR,62,2.39,1.002819644,2/19/2019,Kapusta,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,0.33,0.8396092,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,34,0.47,1.195807043,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,37,0.72,1.421436045,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,38,0.96,1.74952617,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,39,0.46,0.775468231,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,39,0.56,0.944048281,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,39,0.71,1.196918357,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,40,0.49,0.765625,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,40,0.55,0.859375,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,40,0.71,1.109375,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,40,0.78,1.21875,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,41,0.59,0.856052582,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,41,0.76,1.1027118,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,41,0.86,1.247805458,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,42,0.7,0.944822373,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,43,0.59,0.742073025,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,44,0.75,0.880447032,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,44,0.84,0.986100676,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,46,1.08,1.109558642,2/20/2019,Wyndham,Control,Control side channel
Side Channel,Pool,FR,47,1.3,1.252131031,2/20/2019,Wyndham,Control,Control side channel
Mainstem,Up Mainstem,FR,30,0.18,0.666666667,2/20/2019,Wyndham,Control,Mainstem
Mainstem,Up Mainstem,FR,31,0.22,0.738478064,2/20/2019,Wyndham,Control,Mainstem
Mainstem,Up Mainstem,FR,32,0.23,0.701904297,2/20/2019,Wyndham,Control,Mainstem
Mainstem,Up Mainstem,FR,33,0.25,0.695661853,2/20/2019,Wyndham,Control,Mainstem
Mainstem,Up Mainstem,FR,33,0.32,0.890447171,2/20/2019,Wyndham,Control,Mainstem
Mainstem,Up Mainstem,FR,34,0.28,0.712395685,2/20/2019,Wyndham,Control,Mainstem
Mainstem,Down Mainstem,JT,27,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Mid Mainstem,JT,27,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,LFR,31,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Mid Mainstem,LFR,32,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,LFR,33,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,LFR,33,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,33,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Mid Mainstem,JT,35,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Down Mainstem,LFR,35,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,36,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,37,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,37,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,37,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Mid Mainstem,LFR,39,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,39,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,39,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,39,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,39,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,39,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,39,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,LFR,40,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Mid Mainstem,FR,41,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,42,0.68,0.917827448,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,42,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,42,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,42,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,43,1.01,1.270328399,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,43,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,44,1.05,1.232625845,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,44,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,44,NA,NA,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,44,0.89,0.914358511,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,44,1.08,1.109558642,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,44,1.15,0.977483872,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,44,1.6,0.961682945,4/30/2019,N. Cypress,Impact,Mainstem
Mainstem,Up Mainstem,FR,44,2.3,1.119880806,4/30/2019,N. Cypress,Impact,Mainstem
Side Channel,Pool,JT,30,NA,NA,4/30/2019,N. Cypress,Impact,Post-restoration side channel
