date,site_number,site_name,length_meters,river_mile,treatment,time,water_elevation,weather,water_temp,visibility_feet,visibility_meters,survey_method,video_or_observer,lfr_count,wr_count,sr_count,fr_count,trout_count,adult_predator_fish,other_juvenile_fish,comments,calculated_flow
2018-06-26T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:26:00Z,NA,1,54,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,0,2,1,68,"42 HH, 15 SS, 10 TSS, 1 sculpin, 1 adult trout",12381
2018-07-10T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:30:00Z,NA,1,56,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,28,12,73,"12 adult PM, 69 hh, 4 tss",13106
2018-07-24T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T12:20:00Z,NA,1,60,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,14,4,372,"TSS, HH, PM, SS",13047
2018-08-06T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:07:00Z,NA,3,56,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,35,35,23,91,"9 PM, 64 HH, 12 TSS, 6 SS",12122
2018-08-21T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T11:59:00Z,NA,1,58,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,13,22,11,"25 HH, 1 sacsuc",10835
2018-09-05T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:45:00Z,NA,1,58,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,6,5,2,302,2 adult HH,9551
2018-09-17T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:15:00Z,NA,1,55,6,1.828710758914965,Snorkel Downstream,Observer,2,2,0,2,7,1,174,"1 adult RT, 114 HH, 60 SS",8640
2018-10-01T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:26:00Z,NA,3,56,8,2.4382810118866196,Snorkel Downstream,Observer,0,8,0,0,22,52,100,"HH, 2 adult trout",7680
2018-10-15T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:30:00Z,NA,1,56,7,2.133495885400792,Snorkel Downstream,Observer,37,18,0,17,32,0,301,"300 Hardhead, 1 Sucker",7212
2018-11-07T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:00:00Z,NA,1,55,6,1.828710758914965,Snorkel Downstream,Observer,41,48,0,0,13,4,83,83 HH,5387
2018-11-26T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:30:00Z,NA,3,56,6,1.828710758914965,Snorkel Downstream,Observer,6,3,0,0,8,0,300,300 HH,5280
2018-12-12T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:45:00Z,NA,1,53,5,1.5239256324291375,Snorkel Downstream,Observer,2,20,0,0,26,2,181,"1 adult trout, 160 HH(1 adult), 9 SS, 12 PM, 1 LMB",4908
2019-01-02T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:30:00Z,NA,1,51,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,21,2,0,0,NA,5316
2019-01-31T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T12:30:00Z,NA,1,56,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,104,0,0,207,207 HH,5634
2019-07-15T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:14:00Z,NA,1,58,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,2,3,0,70,"45 SS, 25 HH (* 3000+ MINNOWS)","NA"
2019-08-15T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T13:50:00Z,NA,1,61,10,3.047851264858275,Snorkel Downstream,Observer,1,20,0,0,16,0,172,"140 HH, 30sacsuc, 2 trout adults",11404
2019-09-19T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:20:00Z,NA,1,58,7,2.133495885400792,Snorkel Downstream,Observer,105,131,0,0,8,0,0,NA,8419
2019-10-21T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:09:00Z,NA,1,56,10,3.047851264858275,Snorkel Downstream,Observer,290,643,0,30,24,0,65,"60HH, 2SS, 3tsb",6649
2019-10-22T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:15:00Z,NA,1,56,10,3.047851264858275,Snorkel Downstream,Observer,290,623,0,30,24,0,0,"2 TSB, 60HH, 4SS",8690
2019-11-11T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:15:00Z,NA,1,57,7,2.133495885400792,Snorkel Downstream,Observer,0,61,0,1,6,0,110,"90HH, 20SS",5046
2020-01-07T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:40:00Z,NA,1,50.7,10,3.047851264858275,Snorkel Downstream,Observer,0,27,0,2,2,0,0,"51 HH, 1 sculp, 41 skr",5112
2020-01-21T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:30:00Z,NA,3,50,10,3.047851264858275,Snorkel Downstream,Observer,0,14,0,175,8,3,20,"20 HH, 2 adult HH, 1 adult rbt",5035
2020-02-04T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:15:00Z,NA,1,49,5,1.5239256324291375,Snorkel Downstream,Observer,0,381,0,206,17,0,0,"5HH/PM, 1 tadpole",4421
2020-02-24T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:00:00Z,NA,1,49,10,3.047851264858275,Snorkel Downstream,Observer,0,0,91,593,30,0,1,1 scu,5057
2020-03-03T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:20:00Z,NA,1,62.6,10,3.047851264858275,Snorkel Downstream,Observer,0,32,292,389,0,0,55,55HH,5471
2020-03-26T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:00:00Z,NA,1,49,7,2.133495885400792,Snorkel Downstream,Observer,0,0,27,190,0,0,23,"CYPR - 21, BGL - 1, SCU - 1",4701
2020-04-14T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:30:00Z,NA,1,52,5,1.5239256324291375,Snorkel Downstream,Observer,6,55,85,91,0,50,1101,"50 HH adults. 1100 larval fish, 1 TSS",5189
2020-05-11T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:00:00Z,NA,3,53,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,6,0,6131,"6071-CYP, 60-SS",9874
2020-06-02T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:00:00Z,NA,1,59,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,3,7,22,2,995,"2PKM, 2TSS, 989MINNOW, 1SACSUC, 1RBT",10775
2020-06-18T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T12:25:00Z,NA,1,55,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,1,4,0,4 Adult Rainbow Trout,12391
2017-06-14T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T10:35:00Z,NA,1,56,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,2,1,0,2,2 suckers,11679
2017-07-24T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:30:00Z,NA,1,55,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,11328
2017-08-07T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T11:50:00Z,NA,1,55,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,3,0,0,NA,11014
2017-08-21T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:40:00Z,NA,1,54,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,0,2,0,240,240 Sac Suckers,11057
2017-09-06T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:15:00Z,NA,2,54.1,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,10107
2017-09-18T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:20:00Z,NA,2,52.4,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,10067
2017-10-03T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:30:00Z,NA,1,57,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,9,0,0,NA,9190
2017-10-16T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:55:00Z,NA,1,52,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,12,0,0,NA,8424
2017-10-30T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T11:25:00Z,NA,1,52,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,9,0,0,NA,8708
2017-11-13T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T11:40:00Z,NA,3,53,8,2.4382810118866196,Snorkel Downstream,Observer,0,2,0,0,0,0,0,NA,6194
2017-11-29T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:15:00Z,NA,2,50,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,5948
2017-12-29T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T13:15:00Z,NA,2,48,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,5637
2018-01-11T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T14:00:00Z,NA,3,50,5,1.5239256324291375,Snorkel Downstream,Observer,0,0,0,0,0,0,1,1 SS,5369
2018-02-06T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T13:30:00Z,NA,1,51,10,3.047851264858275,Snorkel Downstream,Observer,0,17,0,0,0,0,0,NA,5201
2018-02-22T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T15:00:00Z,NA,2,51,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,4226
2018-03-08T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T13:23:00Z,NA,3,52,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,4354
2018-03-20T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:35:00Z,NA,3,53,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,5096
2018-04-19T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T13:40:00Z,NA,1,54,4,1.2191405059433098,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,5505
2018-05-03T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T13:00:00Z,NA,1,54,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,200,200 SS,8228
2018-05-14T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T14:35:00Z,NA,1,58,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,0,3,0,166,"115HH, 11SACSUC",9443
2018-05-31T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T11:45:00Z,NA,1,54,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,9738
2018-06-12T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:50:00Z,NA,1,59,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,10592
2018-07-10T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T11:20:00Z,NA,1,56,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,13106
2018-07-24T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T11:54:00Z,NA,1,59,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,3,0,1,1 TSS,13047
2018-08-21T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T13:24:00Z,NA,1,58,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,1,0,1 HH,10835
2018-09-05T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T10:48:00Z,NA,1,58,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,9551
2018-09-17T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T10:30:00Z,NA,1,54,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,8640
2018-10-01T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T10:40:00Z,NA,3,54,8,2.4382810118866196,Snorkel Downstream,Observer,0,1,0,0,0,0,0,NA,7680
2018-10-15T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T10:30:00Z,NA,1,56,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,5,0,0,NA,7926
2018-11-07T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T10:00:00Z,NA,1,55,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,2,0,0,NA,4607
2018-11-26T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T10:45:00Z,NA,3,55,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,5280
2019-01-31T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T13:30:00Z,NA,1,56,4,1.2191405059433098,Snorkel Downstream,Observer,0,0,0,25,0,0,0,NA,5634
2019-07-15T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:00:00Z,NA,1,58,8,2.4382810118866196,Snorkel Downstream,Observer,2,0,0,0,0,0,40,40 HH (*1200 MINNOWS),"NA"
2019-08-15T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T14:20:00Z,NA,1,59,5.6,1.7067967083206337,Snorkel Downstream,Observer,0,0,0,7,20,0,100,100HH,11263
2019-09-19T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:07:00Z,NA,1,59,10,3.047851264858275,Snorkel Downstream,Observer,0,187,0,0,0,0,0,NA,8349
2019-10-21T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T11:50:00Z,NA,1,56,10,3.047851264858275,Snorkel Downstream,Observer,10,100,0,0,0,0,0,NA,6700
2019-10-22T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T11:30:00Z,NA,1,55,8,2.4382810118866196,Snorkel Downstream,Observer,10,100,0,0,0,0,0,NA,8733
2019-11-11T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T10:15:00Z,NA,1,57,7,2.133495885400792,Snorkel Downstream,Observer,0,160,0,0,0,0,75,75HH,5024
2020-01-07T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T11:04:00Z,NA,1,50.7,3,0.9143553794574825,Snorkel Downstream,Observer,0,1,0,1,0,0,0,NA,5057
2020-01-21T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T11:00:00Z,NA,3,50,10,3.047851264858275,Snorkel Downstream,Observer,0,3,0,20,0,0,0,NA,5222
2020-02-03T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T12:40:00Z,NA,1,49,6,1.828710758914965,Snorkel Downstream,Observer,0,0,75,15,0,0,0,15:40-50mm 75:60-70mm,4628
2020-02-24T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T10:30:00Z,NA,1,49,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,3,0,0,0,NA,5013
2020-03-03T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T09:40:00Z,NA,1,62.6,10,3.047851264858275,Snorkel Downstream,Observer,0,0,4,165,0,0,1,1 red-eared slider,5493
2020-06-02T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T10:30:00Z,NA,1,59,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,514,514MINNOWS,10840
2020-06-18T00:00:00Z,214,Mainstem North,301,272,Control,1899-12-31T13:35:00Z,NA,1,54,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,12319
2016-08-12T00:00:00Z,217,Reading Island (BOTTOM),267,274,Baseline,1899-12-31T09:00:00Z,NA,1,70,2,0.6095702529716549,Snorkel Downstream,Observer,0,0,0,0,0,2,0,"2 LarBass, Kayak survey",10558
2018-06-15T00:00:00Z,217,Reading Island (BOTTOM),267,274,Baseline,1899-12-31T10:08:00Z,NA,1,53,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,325,162,0,0,NA,10584
2019-08-22T00:00:00Z,217,Reading Island (BOTTOM),267,274,Baseline,1899-12-31T10:50:00Z,NA,1,74,5.6,1.7067967083206337,Snorkel Downstream,Observer,0,0,0,0,0,1,17,"17HH, 1 large mouth bass, 1 turtle",10691
2019-09-20T00:00:00Z,217,Reading Island (BOTTOM),267,274,Baseline,1899-12-31T11:45:00Z,NA,1,61.8,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,4,22,26 HH total,8015
2019-11-26T00:00:00Z,217,Reading Island (BOTTOM),267,274,Baseline,1899-12-31T12:50:00Z,NA,4,48,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,No fish,4861
2020-01-03T00:00:00Z,217,Reading Island (BOTTOM),267,274,Impact,1899-12-31T13:06:00Z,NA,1,50,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,5013
2020-02-05T00:00:00Z,217,Reading Island (BOTTOM),267,274,Impact,1899-12-31T11:45:00Z,NA,3,46,3,0.9143553794574825,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,4269
2020-03-05T00:00:00Z,217,Reading Island (BOTTOM),267,274,Impact,1899-12-31T09:28:00Z,NA,1,53.6,5,1.5239256324291375,Snorkel Downstream,Observer,0,0,0,134,0,0,0,"1 snorkeler, both sides",5408
2020-03-30T00:00:00Z,217,Reading Island (BOTTOM),267,274,Impact,1899-12-31T13:00:00Z,NA,3,50,1,0.30478512648582745,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,5256
2020-06-03T00:00:00Z,217,Reading Island (BOTTOM),267,274,Impact,1899-12-31T11:35:00Z,NA,1,60,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,10727
2020-06-23T00:00:00Z,217,Reading Island (BOTTOM),267,274,Impact,1899-12-31T10:00:00Z,NA,1,57,8,2.4382810118866196,Snorkel Downstream,Observer,1,0,0,0,0,0,45,"44 Larval Fish, 1 Sac Suc",12319
2020-01-03T00:00:00Z,223,Reading Island (MIDDLE),498,274,Impact,1899-12-31T11:30:00Z,NA,1,52,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,5013
2020-02-05T00:00:00Z,223,Reading Island (MIDDLE),498,274,Impact,1899-12-31T11:00:00Z,NA,2,48,4,1.2191405059433098,Snorkel Downstream,Observer,0,0,0,2,0,0,0,NA,4239
2020-03-04T00:00:00Z,223,Reading Island (MIDDLE),498,274,Impact,1899-12-31T11:00:00Z,NA,1,50,5,1.5239256324291375,Snorkel Downstream,Observer,0,1,44,10,0,0,1,1HH,5608
2020-04-02T00:00:00Z,223,Reading Island (MIDDLE),498,274,Impact,1899-12-31T10:30:00Z,NA,1,49,6,1.828710758914965,Snorkel Downstream,Observer,0,1,10,60,0,0,1,1 Hard Head,5178
2020-06-03T00:00:00Z,223,Reading Island (MIDDLE),498,274,Impact,1899-12-31T10:15:00Z,NA,1,58,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,0,3,0,201,NA,10759
2020-06-23T00:00:00Z,223,Reading Island (MIDDLE),498,274,Impact,1899-12-31T10:15:00Z,NA,1,57,5,1.5239256324291375,Snorkel Downstream,Observer,0,0,0,0,9,0,0,NA,12319
2020-01-03T00:00:00Z,224,Reading Island (TOP),939,274,Impact,1899-12-31T10:00:00Z,NA,1,49,10,3.047851264858275,Snorkel Downstream,Observer,0,20,0,34,19,0,73,"15 HH, 60 PKM, 1 RIFSCU",5013
2020-02-05T00:00:00Z,224,Reading Island (TOP),939,274,Impact,1899-12-31T09:45:00Z,NA,1,48,8,2.4382810118866196,Snorkel Downstream,Observer,0,39,405,198,0,0,17,"11 adult tr, 7 HH, 10 mosquito fsh",4199
2020-03-04T00:00:00Z,224,Reading Island (TOP),939,274,Impact,1899-12-31T10:00:00Z,NA,1,49,9,2.7430661383724475,Snorkel Downstream,Observer,0,61,196,258,0,0,0,NA,5562
2020-04-02T00:00:00Z,224,Reading Island (TOP),939,274,Impact,1899-12-31T09:30:00Z,NA,1,49,8,2.4382810118866196,Snorkel Downstream,Observer,0,4,17,152,0,0,25,25 Minnows,5256
2020-04-13T00:00:00Z,224,Reading Island (TOP),939,274,Impact,1899-12-31T14:40:00Z,NA,1,51,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,4,0,1,0,1 Adult Cyprinidae (Hardhead or Pikeminnow),4628
2020-04-28T00:00:00Z,224,Reading Island (TOP),939,274,Impact,1899-12-31T09:30:00Z,NA,1,54,8,2.4382810118866196,Snorkel Downstream,Observer,0,2,2,3,0,0,1500,1500 larval juveniles,9844
2020-06-03T00:00:00Z,224,Reading Island (TOP),939,274,Impact,1899-12-31T09:30:00Z,NA,1,58,6,1.828710758914965,Snorkel Downstream,Observer,1,0,0,57,69,0,1899,NA,10711
2020-06-23T00:00:00Z,224,Reading Island (TOP),939,274,Impact,1899-12-31T09:30:00Z,NA,1,57,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,3,18,0,0,"1 Adult Trout, 400 Larval Fish, 100 Cal Roach",12319
2016-08-23T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T11:00:00Z,NA,1,55,8,2.4382810118866196,Snorkel Downstream,Observer,2,0,0,4,10,0,100,100 PM Potential impact site,10513
2018-05-16T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T11:24:00Z,NA,2,54,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,1,0,50,50 pm,9226
2018-05-30T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T11:00:00Z,NA,1,56,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,9,0,0,NA,9516
2018-06-15T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T11:55:00Z,NA,1,55,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,30,13,0,0,NA,10584
2018-06-25T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T10:50:00Z,NA,1,54,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,8,60,5,0,5 adult RT,12063
2018-07-11T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T12:01:00Z,NA,1,57,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,13,52,1,0,"1 adult trout, 1 adult WR",12994
2018-07-23T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T11:07:00Z,NA,1,56,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,219,48,0,5,5 SS,13070
2018-08-09T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T09:50:00Z,NA,3,56,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,25,126,0,0,NA,11199
2018-09-05T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T11:55:00Z,NA,1,57,10,3.047851264858275,Snorkel Downstream,Observer,2,0,0,1,117,0,695,"670 HH, 20 Dace, 5 TSS",8714
2018-09-18T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T10:00:00Z,NA,1,55,10,3.047851264858275,Snorkel Downstream,Observer,8,3,0,9,187,0,427,"100PM, 15 Dace, 5TSS, 1SS, 300HH, 1 Sculpin",8019
2018-10-03T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T11:10:00Z,NA,2,54,10,3.047851264858275,Snorkel Downstream,Observer,35,0,0,0,99,0,45,PM,7269
2018-10-17T00:00:00Z,215,Cow Creek,467,280,Baseline,1899-12-31T12:24:00Z,NA,1,56,10,3.047851264858275,Snorkel Downstream,Observer,3,112,0,0,65,0,0,NA,7298
2016-08-17T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T09:45:00Z,NA,1,69,4,1.2191405059433098,Snorkel Downstream,Video,0,0,0,0,0,0,0,Kayak survey too much vegetation 82 Bass,10521
2018-05-16T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T11:00:00Z,NA,2,56,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,0,ARP Downstream mouth phase 1,9226
2018-05-16T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T10:20:00Z,NA,2,54,10,3.047851264858275,Snorkel Downstream,Observer,9,0,0,0,0,0,2,"ARP Upstream inlet phase 1, 2 PM",9226
2018-05-30T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T10:15:00Z,NA,1,56,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,2,0,2,2PKM,9516
2018-06-25T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T11:28:00Z,NA,1,58,10,3.047851264858275,Snorkel Downstream,Observer,10,0,0,10,8,0,210,"Temp taken in channel, 10 PM, 200 small minnows",12063
2018-07-11T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T11:30:00Z,NA,1,55,10,3.047851264858275,Snorkel Downstream,Observer,11,0,0,20,22,0,0,NA,12994
2018-07-23T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T10:14:00Z,NA,1,56,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,20,15,0,50,50 HH,13070
2018-08-09T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T10:40:00Z,NA,3,57,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,8,35,0,0,NA,11199
2018-09-05T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T11:20:00Z,NA,1,57,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,22,0,0,NA,8714
2018-09-18T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T10:40:00Z,NA,1,55,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,28,0,0,NA,8019
2018-10-03T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T10:25:00Z,NA,2,54,10,3.047851264858275,Snorkel Downstream,Observer,60,0,0,0,2,0,35,"PM, TSS",7269
2018-10-17T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T11:41:00Z,NA,1,56,10,3.047851264858275,Snorkel Downstream,Observer,25,100,0,0,0,0,10,10 TSS,7298
2018-10-30T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T12:20:00Z,NA,1,54,10,3.047851264858275,Snorkel Downstream,Observer,78,29,0,2,75,0,0,1 adult FR salmon,6004
2019-09-18T00:00:00Z,209,Anderson River Park,325,282,Baseline,1899-12-31T12:14:00Z,NA,2,58,10,3.047851264858275,Snorkel Downstream,Observer,0,40,0,0,20,0,200,200HH,8391
2020-01-09T00:00:00Z,209,Anderson River Park,1405,282,Impact,1899-12-31T10:00:00Z,NA,1,54,10,3.047851264858275,Snorkel Downstream,Observer,0,97,0,260,7,0,0,NA,5024
2020-01-30T00:00:00Z,209,Anderson River Park,1405,282,Impact,1899-12-31T11:00:00Z,NA,1,49,10,3.047851264858275,Snorkel Downstream,Observer,0,250,388,1350,2,0,0,NA,5134
2020-02-20T00:00:00Z,209,Anderson River Park,1405,282,Impact,1899-12-31T14:00:00Z,NA,3,48,4,1.2191405059433098,Snorkel Downstream,Observer,0,25,296,272,3,0,35,NA,4119
2020-03-05T00:00:00Z,209,Anderson River Park,1405,282,Impact,1899-12-31T10:30:00Z,NA,1,50,10,3.047851264858275,Snorkel Downstream,Observer,0,0,11,237,0,0,0,"1 swimmer, RL then RR",5516
